CustomerID,Name,Age,Gender,Location,OrderID,Product,Category,Quantity,Price,TotalAmount,OrderDate,PaymentMethod,ReviewScore
C0216,Melissa Romero,48,Male,East Nicholas,O00216,Backpack,Accessories,3,1053.17,3159.51,2024-04-03,Credit Card,5
C0217,Amanda Landry,36,Male,Robinsonstad,O00217,Headphones,Electronics,3,4083.43,12250.29,2026-01-01,Credit Card,4
C0218,Charles Bryant,55,Male,Georgeside,O00218,Headphones,Electronics,3,1637.14,4911.42,2024-03-22,PayPal,3
C0219,Steven Cooper,28,Female,Kayleefort,O00219,Watch,Accessories,5,1643.33,8216.65,2026-01-30,Credit Card,1
C0220,Kayla Jackson,40,Male,New Monica,O00220,Coffee Maker,Home Appliances,5,4652.88,23264.4,2024-11-29,Credit Card,2
C0221,Dr. Debra Boyle,23,Female,Darlenefort,O00221,Coffee Maker,Home Appliances,1,2534.37,2534.37,2025-01-18,Credit Card,4
C0222,Joseph Taylor,28,Male,Cynthiafurt,O00222,Backpack,Accessories,1,2746.48,2746.48,2025-06-06,PayPal,3
C0223,Cody Davis,45,Male,Cynthiafort,O00223,Smartphone,Electronics,1,2625.55,2625.55,2026-01-21,Debit Card,4
C0224,James Valentine,52,Female,Jenniferfort,O00224,Coffee Maker,Home Appliances,4,4526.03,18104.12,2025-12-24,Credit Card,2
C0225,Brandon Nolan,46,Female,Anthonystad,O00225,Coffee Maker,Home Appliances,3,847.6,2542.8,2025-03-16,UPI,1
C0226,Norma Valdez,55,Male,South Lisaborough,O00226,Jeans,Clothing,3,1869.74,5609.22,2024-04-22,Debit Card,5
C0227,Janet Lee,62,Male,Youngview,O00227,Headphones,Electronics,1,677.58,677.58,2024-08-27,Credit Card,5
C0228,Jermaine Sandoval,30,Female,North Davidfort,O00228,T-Shirt,Clothing,3,561.19,1683.57,2024-11-10,Credit Card,1
C0229,Wanda Stewart,21,Female,North Susanfurt,O00229,Smartphone,Electronics,3,1298.87,3896.61,2025-12-01,Credit Card,1
C0230,Erin Green,20,Male,West Mistyburgh,O00230,Headphones,Electronics,3,4935.7,14807.1,2026-02-03,UPI,3
C0231,George Cook,20,Male,Marcoview,O00231,Jeans,Clothing,4,1504.73,6018.92,2025-02-26,Credit Card,1
C0232,David Hill,40,Female,South Michaelberg,O00232,Backpack,Accessories,3,276.2,828.6,2024-04-25,UPI,1
C0233,Anthony Beard,49,Male,Lake Dylan,O00233,Watch,Accessories,2,2201.44,4402.88,2024-04-19,UPI,5
C0234,William Holt,37,Male,West Jeffreyview,O00234,Watch,Accessories,2,220.73,441.46,2024-06-02,PayPal,1
C0235,Maria Kelly,61,Male,Ryanville,O00235,Headphones,Electronics,4,1740.76,6963.04,2024-11-28,PayPal,4
C0236,Shannon Brown,51,Female,Meghanton,O00236,Book,Books,1,2873.04,2873.04,2025-01-24,Credit Card,5
C0237,Walter Mcdaniel,48,Female,New William,O00237,Coffee Maker,Home Appliances,2,911.95,1823.9,2025-05-28,Credit Card,5
C0238,Heather Briggs,29,Male,Jamieview,O00238,T-Shirt,Clothing,2,4802.11,9604.22,2025-06-10,Credit Card,3
C0239,Samantha Church,38,Female,Vasquezberg,O00239,T-Shirt,Clothing,5,708.72,3543.6,2024-07-09,Debit Card,3
C0240,Brandon Ortega,19,Male,Roachburgh,O00240,Coffee Maker,Home Appliances,5,988.51,4942.55,2024-05-22,Debit Card,1
C0241,Scott Dalton,29,Female,Port Annaborough,O00241,Watch,Accessories,3,1439.51,4318.53,2024-09-30,Debit Card,5
C0242,Steven Walker,27,Female,Smithton,O00242,Backpack,Accessories,5,4085.14,20425.7,2025-01-03,UPI,4
C0243,Jose Perry,57,Male,Lake Rebeccafort,O00243,Headphones,Electronics,5,4958.88,24794.4,2025-08-08,UPI,3
C0244,Jessica Wilkinson,26,Female,West Christinestad,O00244,Book,Books,4,1682.73,6730.92,2025-08-21,Debit Card,2
C0245,Robert Doyle,63,Female,Victormouth,O00245,Book,Books,4,2686.17,10744.68,2025-02-12,Debit Card,5
C0246,Edward Coleman,52,Male,Nicholasbury,O00246,Laptop,Electronics,5,227.75,1138.75,2024-09-22,PayPal,2
C0247,Jason Bradley,46,Female,West Shaneville,O00247,Sneakers,Footwear,5,263.57,1317.85,2025-11-05,Credit Card,5
C0248,Joshua Stewart,48,Female,Jameshaven,O00248,Coffee Maker,Home Appliances,4,4349.16,17396.64,2025-02-24,PayPal,1
C0249,Kimberly King,22,Male,South Annafurt,O00249,Coffee Maker,Home Appliances,4,3450.02,13800.08,2026-01-06,PayPal,5
C0250,Erin Mcconnell,63,Female,North Stephanie,O00250,Book,Books,2,1301.25,2602.5,2025-01-06,PayPal,5
C0251,William Moore,30,Female,Heatherview,O00251,Book,Books,4,2494.87,9979.48,2025-05-02,Debit Card,3
C0252,Felicia Smith,40,Male,Hansenton,O00252,Laptop,Electronics,3,2781.98,8345.94,2025-10-10,Credit Card,1
C0253,Joshua Bolton,46,Male,Robertside,O00253,Laptop,Electronics,4,3664.41,14657.64,2025-10-17,Credit Card,2
C0254,Richard Buckley,34,Female,Lake Stephen,O00254,Coffee Maker,Home Appliances,4,4838.02,19352.08,2026-02-23,UPI,4
C0255,Kyle Patterson,18,Female,New Andrewland,O00255,Laptop,Electronics,3,2908.76,8726.28,2024-08-22,Debit Card,1
C0256,Tim Brown,26,Female,Hansenhaven,O00256,Sneakers,Footwear,3,1551.18,4653.54,2024-04-30,Credit Card,3
C0257,Alexander Scott,41,Male,North Danielfort,O00257,Smartphone,Electronics,1,4480.43,4480.43,2024-05-30,UPI,5
C0258,Emily Huff,52,Male,Michaelland,O00258,Backpack,Accessories,2,3943.42,7886.84,2025-11-05,Credit Card,3
C0259,Lisa Turner,58,Male,South Cherylborough,O00259,Watch,Accessories,3,2817.31,8451.93,2025-11-12,UPI,3
C0260,Stephen Cortez,34,Male,South Aaronview,O00260,Watch,Accessories,1,4904.24,4904.24,2025-01-02,PayPal,1
C0261,Susan Mills,41,Female,Wellschester,O00261,Headphones,Electronics,3,1786.0,5358.0,2025-04-26,PayPal,3
C0262,Rebekah Williams,33,Female,Larryland,O00262,Watch,Accessories,3,3110.38,9331.14,2025-10-19,Credit Card,1
C0263,Maureen Johnson,19,Female,Singletonmouth,O00263,Backpack,Accessories,3,4844.69,14534.07,2025-02-10,PayPal,2
C0264,Ralph Harrison,53,Female,New Thomashaven,O00264,Coffee Maker,Home Appliances,5,850.86,4254.3,2024-09-26,PayPal,4
C0265,Sarah Welch,54,Male,Angelport,O00265,T-Shirt,Clothing,3,1002.14,3006.42,2024-10-24,Credit Card,3
C0266,Katherine Wallace,49,Female,South Micheleville,O00266,Sneakers,Footwear,4,1531.19,6124.76,2024-09-30,UPI,4
C0267,Kevin Snow,37,Female,East Robin,O00267,Smartphone,Electronics,1,94.27,94.27,2025-02-23,Debit Card,4
C0268,Patrick Moreno,50,Male,East Alexander,O00268,Smartphone,Electronics,3,2214.68,6644.04,2024-09-12,PayPal,3
C0269,Gloria Wilkins,52,Male,South Ricardoport,O00269,Coffee Maker,Home Appliances,2,383.95,767.9,2025-01-16,PayPal,2
C0270,Mia Hill,26,Female,Sabrinaton,O00270,Book,Books,1,1568.77,1568.77,2025-07-13,PayPal,4
C0271,Ricardo Mckee,46,Male,Juanville,O00271,Watch,Accessories,5,4526.25,22631.25,2025-01-30,PayPal,4
C0272,Matthew Murphy,54,Male,West Johnshire,O00272,Headphones,Electronics,5,1861.55,9307.75,2025-03-01,PayPal,1
C0273,Samantha Graves,54,Male,East Noahbury,O00273,Headphones,Electronics,3,4484.4,13453.2,2025-05-13,UPI,5
C0274,Briana Lawrence,64,Female,Port Angela,O00274,Headphones,Electronics,4,2237.16,8948.64,2024-05-01,Credit Card,3
C0275,Rachel Hurley,57,Female,Port Laurie,O00275,Jeans,Clothing,1,3987.39,3987.39,2026-01-18,Debit Card,4
C0276,Candice Smith,57,Male,Smithhaven,O00276,Jeans,Clothing,5,998.34,4991.7,2025-04-07,UPI,5
C0277,Madison Taylor,26,Male,West Jenniferfort,O00277,Backpack,Accessories,1,1818.27,1818.27,2025-10-17,Debit Card,3
C0278,Katherine Franklin,50,Male,North Courtney,O00278,Sneakers,Footwear,5,4029.63,20148.15,2024-08-05,Credit Card,2
C0279,Joseph Wilson,54,Female,South Christina,O00279,Backpack,Accessories,1,1590.45,1590.45,2025-07-07,PayPal,2
C0280,Dr. Sean Castillo Jr.,59,Female,North Teresahaven,O00280,Watch,Accessories,1,3052.33,3052.33,2024-11-06,Credit Card,4
C0281,Erin Marks,30,Female,West Rachel,O00281,Book,Books,1,1267.17,1267.17,2025-02-28,Credit Card,1
C0282,Pamela Hobbs,24,Male,North Valeriemouth,O00282,Smartphone,Electronics,2,859.33,1718.66,2025-05-19,PayPal,3
C0283,Douglas Ferguson,38,Female,Samanthaburgh,O00283,Book,Books,3,2225.33,6675.99,2025-01-28,Debit Card,4
C0284,Vincent Hunter,29,Female,Popeborough,O00284,Watch,Accessories,2,2873.46,5746.92,2025-10-19,PayPal,4
C0285,Virginia Alexander,50,Male,Barnettview,O00285,T-Shirt,Clothing,2,2828.52,5657.04,2026-01-01,UPI,3
C0286,Jeffrey Campos,24,Male,West Tammytown,O00286,Laptop,Electronics,3,125.17,375.51,2025-01-12,PayPal,3
C0287,Holly Roth,61,Male,West Brooke,O00287,Backpack,Accessories,1,2283.85,2283.85,2024-06-18,Credit Card,2
C0288,Melissa Mcdonald,26,Female,Hendrickstown,O00288,Watch,Accessories,5,3589.7,17948.5,2024-05-09,Credit Card,2
C0289,Aaron Miller,62,Female,New Mitchell,O00289,T-Shirt,Clothing,4,4577.55,18310.2,2026-03-17,Credit Card,2
C0290,Rachel Richardson,64,Female,Kramerchester,O00290,Backpack,Accessories,4,3843.01,15372.04,2024-05-18,Credit Card,4
C0291,Jamie Michael,38,Male,Millerville,O00291,Smartphone,Electronics,4,3865.46,15461.84,2026-02-01,Debit Card,5
C0292,Jonathan Mitchell,22,Female,East Pamelaville,O00292,Laptop,Electronics,3,3889.12,11667.36,2025-06-16,PayPal,3
C0293,Rebecca Luna,38,Female,Michelleview,O00293,Smartphone,Electronics,4,791.91,3167.64,2025-06-08,Credit Card,4
C0294,Jesus Davis,32,Female,Port Mistystad,O00294,Smartphone,Electronics,5,180.29,901.45,2024-10-16,UPI,4
C0295,Mr. David Fitzgerald,59,Male,Michellefurt,O00295,Headphones,Electronics,4,2585.81,10343.24,2026-03-08,Credit Card,4
C0296,Robert Lara,42,Female,West Roystad,O00296,Smartphone,Electronics,3,2526.99,7580.97,2025-08-03,UPI,5
C0297,Leslie Shaw,24,Male,Pricetown,O00297,Backpack,Accessories,4,3163.36,12653.44,2025-02-15,UPI,2
C0298,Jason Wolfe,46,Male,Lake Walterside,O00298,Laptop,Electronics,5,1262.56,6312.8,2024-12-06,UPI,1
C0299,Corey Lopez,36,Female,Lake Jamesshire,O00299,Sneakers,Footwear,4,3380.59,13522.36,2025-09-20,PayPal,3
C0300,Ronald Moore,60,Male,New Kristaville,O00300,Sneakers,Footwear,4,949.88,3799.52,2024-12-05,UPI,1
C0301,Chase Cunningham,61,Male,New Graceton,O00301,Sneakers,Footwear,2,499.56,999.12,2024-05-01,UPI,4
C0302,Jerry Anderson,31,Male,Anthonyport,O00302,Coffee Maker,Home Appliances,5,177.23,886.15,2025-09-01,Credit Card,2
C0303,Ashley White,27,Male,Murphystad,O00303,Headphones,Electronics,5,788.8,3944.0,2025-06-25,UPI,1
C0304,Thomas Stewart,45,Female,Coleton,O00304,Smartphone,Electronics,4,916.59,3666.36,2024-08-31,Credit Card,1
C0305,Paul Martin,49,Male,East Michelle,O00305,Backpack,Accessories,3,65.32,195.96,2024-07-14,PayPal,3
C0306,Bridget Brown,63,Male,Lake Hayleyside,O00306,Backpack,Accessories,5,298.19,1490.95,2026-01-23,Credit Card,4
C0307,Troy Phillips,26,Male,Lake Deniseview,O00307,Smartphone,Electronics,2,2480.6,4961.2,2025-10-28,UPI,2
C0308,Daniel White,40,Male,Frazierview,O00308,T-Shirt,Clothing,3,4458.08,13374.24,2024-08-12,Debit Card,5
C0309,Aaron Blair,52,Female,West Nicole,O00309,Watch,Accessories,1,699.23,699.23,2024-10-01,Debit Card,3
C0310,Micheal Patel,26,Female,Craneland,O00310,Backpack,Accessories,5,345.58,1727.9,2024-06-01,Credit Card,3
C0311,Drew White,20,Male,Brittanymouth,O00311,Jeans,Clothing,5,3947.15,19735.75,2024-07-17,Debit Card,5
C0312,Joseph Adkins,26,Male,Port Kimberlyburgh,O00312,Laptop,Electronics,1,1556.68,1556.68,2025-04-17,Debit Card,2
C0313,Michael Baldwin,61,Female,Port Stacyfurt,O00313,Jeans,Clothing,3,82.77,248.31,2025-10-18,UPI,5
C0314,Stephen Gross,65,Male,South Kristafort,O00314,Backpack,Accessories,2,3935.41,7870.82,2025-03-07,Credit Card,1
C0315,Michael Crawford,61,Female,South Marvin,O00315,Jeans,Clothing,5,2128.05,10640.25,2024-11-13,UPI,2
C0316,Sheila Bennett,47,Male,Masseyview,O00316,Sneakers,Footwear,1,963.56,963.56,2024-06-06,PayPal,2
C0317,William Burns,50,Male,East Ashley,O00317,Laptop,Electronics,3,2591.1,7773.3,2024-12-18,UPI,3
C0318,Julia Hunt,35,Female,Port Sherryberg,O00318,T-Shirt,Clothing,4,1926.94,7707.76,2025-02-13,Credit Card,2
C0319,Lisa Morrison,22,Male,Richardland,O00319,Headphones,Electronics,3,3376.8,10130.4,2025-04-11,Credit Card,4
C0320,Nathaniel Mclaughlin,42,Male,South Johnstad,O00320,Sneakers,Footwear,4,1092.77,4371.08,2024-05-10,Credit Card,4
C0321,Scott Reed,57,Female,Warrenchester,O00321,Backpack,Accessories,5,3378.82,16894.1,2024-04-30,PayPal,2
C0322,Daniel Ponce,18,Male,Johnton,O00322,Book,Books,1,953.54,953.54,2024-04-01,UPI,2
C0323,Ryan Hunt,63,Female,Jonathanmouth,O00323,Watch,Accessories,1,3046.74,3046.74,2025-01-23,PayPal,5
C0324,Susan Garcia,63,Female,North Kristineton,O00324,Headphones,Electronics,4,3547.6,14190.4,2024-06-12,PayPal,4
C0325,David Turner MD,46,Male,Danielville,O00325,Jeans,Clothing,5,3821.26,19106.3,2024-05-31,PayPal,1
C0326,Veronica Kent,28,Female,Nicoleport,O00326,Smartphone,Electronics,3,1255.58,3766.74,2026-02-25,UPI,4
C0327,Patrick Webster,29,Female,Michaelhaven,O00327,Sneakers,Footwear,1,3816.97,3816.97,2025-03-02,Debit Card,3
C0328,Luis Patrick,44,Female,Port Keith,O00328,T-Shirt,Clothing,4,4690.24,18760.96,2026-02-05,PayPal,3
C0329,Elizabeth Mosley,20,Female,North Julialand,O00329,Laptop,Electronics,2,1985.84,3971.68,2025-09-10,Credit Card,5
C0330,Robert Reeves,59,Female,Port Jennifer,O00330,T-Shirt,Clothing,1,1769.33,1769.33,2024-11-01,PayPal,4
C0331,Carlos Smith,63,Female,Clarkmouth,O00331,Laptop,Electronics,1,2037.33,2037.33,2025-11-15,PayPal,2
C0332,Roger Fox,22,Male,Johnburgh,O00332,Laptop,Electronics,5,1643.86,8219.3,2024-05-28,Debit Card,3
C0333,James Walker,21,Male,Michaelbury,O00333,Jeans,Clothing,5,2307.19,11535.95,2024-08-31,PayPal,1
C0334,Dillon Porter,21,Male,East Davidfurt,O00334,Smartphone,Electronics,1,3824.58,3824.58,2025-01-18,Credit Card,3
C0335,Tammy Holmes,65,Male,Port Charles,O00335,Jeans,Clothing,3,2102.04,6306.12,2024-07-27,PayPal,3
C0336,Raymond Anderson,40,Female,New Karen,O00336,Coffee Maker,Home Appliances,1,3833.42,3833.42,2025-06-13,UPI,2
C0337,Brittany Cortez,50,Male,Calebport,O00337,T-Shirt,Clothing,2,3261.98,6523.96,2025-03-22,Debit Card,4
C0338,Kristen Porter,51,Female,Christinabury,O00338,Jeans,Clothing,2,2470.86,4941.72,2024-06-26,Credit Card,1
C0339,Lori Allison,26,Female,Lake Victoriabury,O00339,Smartphone,Electronics,3,1502.03,4506.09,2025-11-20,PayPal,2
C0340,Eric Osborne,28,Female,South Terrencestad,O00340,Headphones,Electronics,3,362.78,1088.34,2025-01-16,Debit Card,1
C0341,Donald Rose,32,Male,Marioville,O00341,Smartphone,Electronics,3,1749.82,5249.46,2025-02-03,UPI,1
C0342,Eric Smith,57,Female,Sanchezburgh,O00342,Smartphone,Electronics,3,3322.14,9966.42,2026-01-16,PayPal,2
C0343,Warren Ramirez,42,Male,West Ryan,O00343,Smartphone,Electronics,1,4517.78,4517.78,2025-08-19,PayPal,1
C0344,Kathryn Lopez,23,Female,Lake Sean,O00344,Smartphone,Electronics,5,3386.3,16931.5,2025-06-10,PayPal,5
C0345,Carrie Martinez,55,Male,Walkershire,O00345,Smartphone,Electronics,4,4953.17,19812.68,2024-09-06,Credit Card,1
C0346,Ashley Leon,52,Female,Hawkinsland,O00346,Sneakers,Footwear,4,2658.05,10632.2,2024-10-06,UPI,5
C0347,David Ramirez,32,Male,Arthurside,O00347,Headphones,Electronics,2,2735.71,5471.42,2025-11-27,Debit Card,2
C0348,Melody Robinson,65,Male,Brittanybury,O00348,Coffee Maker,Home Appliances,3,1035.37,3106.11,2024-11-08,UPI,1
C0349,Suzanne Graham,45,Female,East Thomasfurt,O00349,Book,Books,4,1975.93,7903.72,2025-10-16,Debit Card,2
C0350,Richard Clements,41,Male,Gibsonside,O00350,Watch,Accessories,5,4043.09,20215.45,2025-02-11,UPI,4
C0351,Christopher Delgado,40,Male,Davidmouth,O00351,Smartphone,Electronics,1,823.96,823.96,2025-02-22,UPI,3
C0352,Sierra Cameron,53,Male,Smithside,O00352,Jeans,Clothing,3,4469.06,13407.18,2025-02-28,Debit Card,4
C0353,Jason Stewart,29,Female,Fernandoland,O00353,Laptop,Electronics,1,140.95,140.95,2025-07-19,UPI,2
C0354,Benjamin Wells,56,Male,Dianestad,O00354,Headphones,Electronics,1,326.54,326.54,2025-05-07,PayPal,5
C0355,Michael Smith,19,Female,Andrewsstad,O00355,Laptop,Electronics,3,1206.67,3620.01,2024-04-27,Credit Card,5
C0356,Daniel Douglas,58,Male,South Matthew,O00356,Laptop,Electronics,5,1793.73,8968.65,2025-04-09,Debit Card,1
C0357,Melinda Carr,58,Female,Lake Cassandra,O00357,T-Shirt,Clothing,2,4278.81,8557.62,2025-04-03,Credit Card,5
C0358,Jamie Huff,25,Male,West Sherylstad,O00358,Backpack,Accessories,1,2796.03,2796.03,2024-07-26,UPI,3
C0359,Anna Fox,56,Female,East Anaville,O00359,Backpack,Accessories,5,2170.05,10850.25,2025-05-08,UPI,5
C0360,Ian Hernandez,25,Female,Traceychester,O00360,Headphones,Electronics,5,3296.54,16482.7,2024-12-24,PayPal,5
C0361,Jennifer Miller,59,Female,North Thomas,O00361,Laptop,Electronics,3,281.56,844.68,2026-01-19,UPI,4
C0362,Andrew Morrison Jr.,56,Female,South Albert,O00362,T-Shirt,Clothing,2,176.5,353.0,2024-03-27,Credit Card,3
C0363,Sally Valdez,42,Male,North Kaylaburgh,O00363,T-Shirt,Clothing,1,4550.98,4550.98,2025-07-25,Debit Card,1
C0364,Dana Williams,27,Male,West Brandiport,O00364,Jeans,Clothing,3,1454.68,4364.04,2025-03-03,UPI,1
C0365,Jose Montgomery,32,Female,Yuton,O00365,Laptop,Electronics,2,3453.72,6907.44,2025-04-13,Credit Card,1
C0366,Mariah Pham,19,Female,North John,O00366,T-Shirt,Clothing,4,4465.2,17860.8,2025-03-23,Debit Card,3
C0367,Heidi Tapia,35,Female,Dayview,O00367,Book,Books,2,4579.17,9158.34,2024-09-19,Debit Card,3
C0368,Sandra Bolton,64,Male,South Tylertown,O00368,Sneakers,Footwear,4,2257.61,9030.44,2025-02-07,UPI,4
C0369,Tammy Oliver,64,Male,Joneschester,O00369,Watch,Accessories,5,3491.72,17458.6,2025-08-14,PayPal,5
C0370,Sergio Olson,46,Male,South Allisonmouth,O00370,Watch,Accessories,5,740.64,3703.2,2024-05-08,UPI,4
C0371,Drew Johnson,50,Male,North Maria,O00371,Book,Books,5,1512.81,7564.05,2025-09-02,Debit Card,5
C0372,Stanley Gonzalez,28,Male,New Tina,O00372,Headphones,Electronics,3,4756.34,14269.02,2025-02-28,PayPal,1
C0373,Randy Benitez,53,Female,Freemanville,O00373,Sneakers,Footwear,2,4532.24,9064.48,2024-12-27,Debit Card,5
C0374,Sheila Little,41,Female,New Seanview,O00374,Book,Books,4,3071.9,12287.6,2025-08-12,Debit Card,1
C0375,Michael Hernandez,32,Male,Nicolestad,O00375,Jeans,Clothing,4,4096.58,16386.32,2026-03-14,Credit Card,4
C0376,William Taylor,62,Male,Carriehaven,O00376,Laptop,Electronics,4,1332.34,5329.36,2024-03-19,PayPal,2
C0377,Jaime Villarreal,49,Male,Reedchester,O00377,Jeans,Clothing,2,4098.8,8197.6,2024-10-04,Debit Card,2
C0378,Destiny Carpenter,37,Male,New Deborahburgh,O00378,Jeans,Clothing,2,2809.54,5619.08,2024-10-30,PayPal,5
C0379,Travis Mcbride,28,Male,Carrillochester,O00379,Sneakers,Footwear,2,1148.74,2297.48,2025-10-14,Debit Card,5
C0380,David James,33,Female,Bartlettchester,O00380,T-Shirt,Clothing,4,4078.78,16315.12,2024-10-03,Debit Card,3
C0381,Justin Lewis,24,Female,Port Jose,O00381,Smartphone,Electronics,2,4987.95,9975.9,2026-02-09,Debit Card,4
C0382,Bryan Sharp,23,Male,Donaldchester,O00382,Watch,Accessories,4,4669.62,18678.48,2025-07-08,PayPal,4
C0383,Zachary Roberts,43,Female,Brownhaven,O00383,T-Shirt,Clothing,1,1657.36,1657.36,2024-08-03,Debit Card,3
C0384,Andrew Sandoval,21,Male,New Kelseytown,O00384,Headphones,Electronics,4,2567.95,10271.8,2026-02-23,Credit Card,2
C0385,Gary Choi,24,Male,South Kylechester,O00385,Book,Books,3,308.02,924.06,2025-11-20,Credit Card,4
C0386,Sarah Brown,42,Female,Lisaland,O00386,Backpack,Accessories,3,4430.13,13290.39,2024-05-29,Debit Card,3
C0387,David Scott,60,Male,Justinfurt,O00387,Sneakers,Footwear,4,3207.36,12829.44,2026-03-10,Debit Card,5
C0388,Martin Hamilton,42,Female,Williamsborough,O00388,Smartphone,Electronics,2,103.52,207.04,2024-03-20,Debit Card,5
C0389,Michael Anderson,36,Male,Jenniferside,O00389,Book,Books,2,4358.52,8717.04,2025-02-09,Debit Card,2
C0390,Kathy Davis,30,Male,Spearsmouth,O00390,Watch,Accessories,3,4651.91,13955.73,2024-09-16,Credit Card,5
C0391,Margaret Summers,33,Male,Hallshire,O00391,Coffee Maker,Home Appliances,5,3766.1,18830.5,2025-03-06,PayPal,2
C0392,Lucas Nichols,34,Female,North Lisahaven,O00392,T-Shirt,Clothing,3,2359.07,7077.21,2024-09-05,UPI,2
C0393,Donald Thomas,52,Male,Michaeltown,O00393,Book,Books,5,1311.82,6559.1,2024-09-22,Credit Card,2
C0394,Antonio Taylor,58,Male,West Jake,O00394,Headphones,Electronics,4,114.65,458.6,2024-11-29,Credit Card,2
C0395,Ellen Gentry,37,Female,Jamietown,O00395,Sneakers,Footwear,5,228.67,1143.35,2025-06-09,UPI,2
C0396,April Jones,37,Male,Mezamouth,O00396,Jeans,Clothing,3,2917.94,8753.82,2025-01-19,UPI,5
C0397,Shannon Hall,65,Male,South Kathleen,O00397,Smartphone,Electronics,1,1437.68,1437.68,2024-09-07,UPI,2
C0398,Hannah Bradshaw,30,Male,Port Kayla,O00398,Coffee Maker,Home Appliances,5,4455.83,22279.15,2025-12-18,UPI,1
C0399,Tammy Reed,43,Female,Port Ann,O00399,Sneakers,Footwear,4,4873.51,19494.04,2024-11-09,Debit Card,2
C0400,Jonathan Hardin,26,Female,West Kathymouth,O00400,Smartphone,Electronics,1,4999.6,4999.6,2024-11-17,Credit Card,4
C0401,Michelle Edwards,42,Male,South Stephaniemouth,O00401,Book,Books,5,2067.54,10337.7,2025-07-22,Credit Card,3
C0402,Steven Weaver,33,Male,Ashleyton,O00402,Smartphone,Electronics,3,909.3,2727.9,2024-12-25,Debit Card,1
C0403,Christina Nelson,47,Female,New Loriview,O00403,Coffee Maker,Home Appliances,4,2630.35,10521.4,2025-03-07,PayPal,5
C0404,Nicole Carlson,51,Female,North Brittanytown,O00404,Jeans,Clothing,3,1876.72,5630.16,2024-12-13,Credit Card,1
C0405,Charles Guerrero,22,Female,Ortegafort,O00405,Coffee Maker,Home Appliances,1,3341.45,3341.45,2025-01-20,UPI,1
C0406,Nicole Lopez,29,Male,South George,O00406,Jeans,Clothing,3,1299.85,3899.55,2024-09-04,Debit Card,2
C0407,Andrew Oliver,32,Female,South Robin,O00407,Sneakers,Footwear,3,3621.29,10863.87,2026-03-02,PayPal,5
C0408,Terry Miller,42,Male,South Alexabury,O00408,Book,Books,1,1841.8,1841.8,2024-05-16,Credit Card,4
C0409,Sharon King,45,Female,New Debra,O00409,Headphones,Electronics,5,1894.8,9474.0,2024-09-21,UPI,3
C0410,Tanya Jacobs,34,Female,Jamesville,O00410,Headphones,Electronics,2,381.67,763.34,2026-01-10,PayPal,2
C0411,Eric Wilson,60,Female,Mitchellborough,O00411,Laptop,Electronics,2,951.88,1903.76,2025-05-27,UPI,3
C0412,Scott Waller,50,Male,Port Josefurt,O00412,Coffee Maker,Home Appliances,4,4986.89,19947.56,2025-03-28,PayPal,1
C0413,Brad Archer,19,Female,Jonesville,O00413,Watch,Accessories,5,686.13,3430.65,2025-12-28,Credit Card,2
C0414,Andrea Green,51,Male,South Mikehaven,O00414,Watch,Accessories,1,1906.59,1906.59,2024-08-26,Debit Card,1
C0415,Angel Dunlap,60,Female,New Jofurt,O00415,Coffee Maker,Home Appliances,1,2938.19,2938.19,2024-12-25,UPI,2
C0416,Laura Decker,44,Female,Wallacefort,O00416,Headphones,Electronics,2,3186.0,6372.0,2025-08-22,UPI,1
C0417,Dana Cervantes,34,Female,Caitlinmouth,O00417,Book,Books,2,4078.94,8157.88,2025-12-09,Credit Card,4
C0418,Kenneth Evans,56,Male,Samanthatown,O00418,T-Shirt,Clothing,4,433.1,1732.4,2025-05-14,PayPal,5
C0419,Johnny Lewis,54,Male,Whiteburgh,O00419,Book,Books,5,3707.77,18538.85,2024-06-14,Debit Card,3
C0420,Olivia Beltran,36,Male,Kimmouth,O00420,Smartphone,Electronics,4,392.84,1571.36,2025-07-25,UPI,4
C0421,Charles Coleman,27,Female,Eatonview,O00421,Watch,Accessories,2,1123.22,2246.44,2026-03-04,PayPal,1
C0422,Christopher Navarro,29,Male,New Davidstad,O00422,Jeans,Clothing,1,4718.47,4718.47,2025-02-23,UPI,2
C0423,Tyler Sanders,20,Male,Campbelltown,O00423,Sneakers,Footwear,4,4578.27,18313.08,2026-02-06,PayPal,1
C0424,William Montgomery,51,Male,Kingbury,O00424,Coffee Maker,Home Appliances,3,3608.86,10826.58,2025-03-29,UPI,2
C0425,Linda Cantrell,59,Female,Toddfort,O00425,Backpack,Accessories,1,527.18,527.18,2026-03-08,UPI,4
C0426,Anna Young,64,Male,North Jeffreymouth,O00426,Laptop,Electronics,2,4196.86,8393.72,2025-09-27,Debit Card,3
C0427,Mario Wagner,53,Female,Lake Matthew,O00427,Headphones,Electronics,4,747.41,2989.64,2026-03-01,UPI,5
C0428,Brandon Harper,24,Male,East Rachel,O00428,Backpack,Accessories,2,4301.4,8602.8,2024-08-17,PayPal,1
C0429,Alicia Cole,56,Male,West Brandon,O00429,Headphones,Electronics,1,3696.26,3696.26,2025-10-17,PayPal,2
C0430,Jeremy Hunt,37,Male,Sweeneymouth,O00430,Smartphone,Electronics,1,3128.57,3128.57,2025-05-05,UPI,1
